,brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
1234,Porsche,2022.0,1.0,Canada,Taycan,Suv,Hybrid,76594.0,372732.0,3.0,1.37,2.63,3.76,2,54.0
1235,Mercedes-Benz,2016.0,9.0,UK,EQE,Suv,Petrol,118281.0,191434.0,38.0,1.05,2.67,4.39,4,69.0
1236,BMW,2015.0,10.0,China,7 Series,Sedan,Petrol,115846.0,164919.0,25.0,1.0103647073644857,5.981140101854818,3.519553659530952,5,359.0
1237,Audi,2019.0,1.0,Netherlands,e-tron,Suv,Hybrid,58657.0,264470.0,57.0,1.96,2.14,3.26,8,203.0
1238,Volkswagen,2019.0,4.0,Mexico,Tiguan,Suv,Petrol,22633.0,115495.0,42.0,1.19,1.68,10.77,2,961.0
1239,Ford,2021.0,1.0,France,Mustang Mach-E,Suv,Petrol,28112.0,403278.0,54.0,1.79,1.96,3.61,2,70.0
1240,Toyota,2016.0,10.0,Germany,RAV4,Suv,Petrol,28671.0,325924.0,77.0,1.87,1.46,2.85,7,1403.0
1241,Toyota,2018.0,2.0,China,RAV4,Suv,Electric,23846.0,627227.0,62.0,1.13,5.65,3.8,2,2854.0
1242,BMW,2023.0,6.0,Germany,5 Series,Suv,Electric,46962.0,258606.0,26.0,1.877896378980484,1.5884054378187458,3.276681291244556,6,396.0
1243,Volkswagen,2021.0,5.0,Japan,T-Roc,Suv,Diesel,36416.0,456133.0,33.0,1.56,0.9,-0.06,9,2029.0
1244,Audi,2015.0,12.0,Mexico,e-tron,Suv,Hybrid,35111.0,509312.0,11.0,1.01,1.77,10.74,7,670.0
1245,Mercedes-Benz,2020.0,12.0,USA,EQE,Suv,Petrol,35365.0,373969.0,37.0,1.02,2.43,4.59,4,300.0
1246,Toyota,2024.0,1.0,Canada,Land Cruiser,Suv,Electric,87520.0,263679.0,68.0,1.32,2.46,4.22,8,1708.0
1247,Audi,2021.0,8.0,Australia,TT,Sedan,Petrol,51764.0,264809.0,4.0,1.57,2.65,4.47,5,1057.0
1248,Toyota,2016.0,12.0,Brazil,C-HR,Suv,Petrol,64400.0,159288.0,33.0,1.18,3.33,10.54,5,2669.0
1249,Mercedes-Benz,2021.0,9.0,Italy,A-Class,Sedan,Diesel,51832.0,130446.0,63.0,1.86,1.39,3.73,7,1131.0
1250,Volkswagen,2020.0,7.0,France,Arteon,Sedan,Petrol,77741.0,449316.0,12.0,1.87,1.58,3.8,6,104.0
1251,BMW,2017.0,2.0,France,X3,Suv,Electric,35390.0,451954.0,360.0,1.7081457604637942,1.2160726405069164,3.227601585213052,2,1007.0
1252,Mercedes-Benz,2022.0,7.0,Italy,CLA,Sedan,Diesel,50288.0,523958.0,29.0,1.92,0.67,3.43,2,530.0
1253,Mercedes-Benz,2016.0,10.0,Germany,CLA,Sedan,Petrol,37768.0,76770.0,38.0,1.81,1.84,3.2,2,995.0
1254,Ford,2015.0,6.0,Canada,Mustang,Sedan,Electric,71569.0,373585.0,94.0,1.37,1.87,4.22,7,3753.0
1256,BMW,2015.0,8.0,Japan,X7,Sedan,Diesel,96861.0,465685.0,81.0,1.5951704158925069,1.3374299014982065,0.2356548002335969,3,451.0
1257,BMW,2016.0,2.0,Australia,X7,Sedan,Hybrid,44190.0,495527.0,252.0,1.6476067232852742,2.546965966775055,4.049770021253647,6,632.0
1258,Volkswagen,2022.0,11.0,Canada,Tiguan,Suv,Diesel,56411.0,474401.0,10.0,1.36,2.69,3.86,3,752.0
1259,Ford,2015.0,4.0,France,Bronco,Suv,Hybrid,37183.0,175157.0,52.0,1.71,1.28,3.27,5,3172.0
1260,BMW,2019.0,1.0,India,5 Series,Suv,Hybrid,46516.0,395876.0,183.0,1.051672109383256,7.0422372054918485,6.554208614275264,10,496.0
1262,Porsche,2020.0,1.0,UK,GTS,Sedan,Electric,111846.0,397754.0,14.0,1.93,1.39,4.91,9,499.0
1263,Toyota,2016.0,2.0,Mexico,Yaris,Sedan,Hybrid,52783.0,225434.0,74.0,1.15,1.5,11.11,7,2663.0
1264,Tesla,2023.0,10.0,Japan,Model S,Suv,Electric,79512.0,288127.0,24.0,1.47,1.39,-0.08,5,555.0
1266,Audi,2019.0,12.0,Australia,Q3,Suv,Diesel,74882.0,166403.0,26.0,1.54,3.03,4.15,4,1054.0
1267,Toyota,2020.0,2.0,Canada,RAV4,Suv,Electric,57286.0,259298.0,95.0,1.28,2.68,4.12,3,2543.0
1268,Toyota,2024.0,12.0,India,RAV4,Suv,Hybrid,73512.0,577184.0,56.0,1.09,6.83,6.29,2,2739.0
1269,BMW,2024.0,3.0,Germany,X1,Suv,Hybrid,79306.0,317956.0,220.0,1.9613122295722896,2.1729458358764084,3.139334931845737,9,525.0
1270,Audi,2020.0,10.0,Australia,TT,Sedan,Hybrid,101095.0,189061.0,27.0,1.5,2.5,4.06,2,299.0
1271,Ford,2018.0,8.0,France,Explorer,Suv,Hybrid,51401.0,599640.0,64.0,1.88,1.94,3.22,9,2531.0
1272,Ford,2022.0,5.0,France,Mustang Mach-E,Suv,Electric,54344.0,162020.0,99.0,1.88,1.98,3.24,9,2479.0
1273,Ford,2021.0,10.0,Germany,Edge,Suv,Hybrid,23335.0,650087.0,83.0,1.88,2.11,3.26,1,2618.0
1275,Toyota,2016.0,5.0,Netherlands,Yaris,Sedan,Hybrid,52255.0,230916.0,71.0,2.04,1.83,3.38,10,677.0
1276,BMW,2015.0,5.0,India,3 Series,Suv,Petrol,82645.0,369248.0,322.0,1.015038012844939,6.758133432701127,6.594041998724776,5,827.0
1277,Toyota,2024.0,11.0,Spain,RAV4,Suv,Petrol,42760.0,597859.0,17.0,1.71,1.28,3.7,3,2580.0
1278,Mercedes-Benz,2024.0,10.0,Brazil,E-Class,Sedan,Electric,124089.0,403642.0,24.0,1.14,3.19,10.62,9,364.0
1279,BMW,2019.0,12.0,Brazil,X3,Suv,Diesel,70693.0,418946.0,20.0,1.2007234808688392,3.822103160600226,10.428252004504538,10,429.0
1280,BMW,2022.0,5.0,India,3 Series,Suv,Petrol,42130.0,487480.0,11.0,0.989934756431672,6.956069984217036,6.671105576835808,4,435.0
1282,Tesla,2021.0,6.0,Netherlands,Cybertruck,Suv,Electric,83265.0,291931.0,32.0,2.04,1.98,3.76,3,1021.0
1283,Porsche,2020.0,2.0,Canada,Macan EV,Suv,Hybrid,86398.0,109153.0,4.0,1.23,1.73,3.87,3,385.0
1284,Audi,2017.0,3.0,Germany,Q7,Suv,Petrol,97785.0,299579.0,50.0,1.88,1.71,2.76,6,663.0
1286,Toyota,2016.0,6.0,Mexico,Camry,Sedan,Hybrid,47465.0,227074.0,18.0,1.13,2.45,11.04,4,1463.0
1287,Porsche,2024.0,7.0,Netherlands,911,Sedan,Hybrid,109134.0,189228.0,29.0,2.02,2.11,3.55,10,360.0
1288,BMW,2017.0,9.0,Germany,i7,Sedan,Diesel,105411.0,469543.0,62.0,1.898759119272878,1.861277197569496,3.1625803079727364,8,179.0
1289,Audi,2016.0,4.0,Italy,Q8,Suv,Diesel,60633.0,386624.0,17.0,1.89,1.21,3.51,6,307.0
1290,Porsche,2015.0,2.0,France,911,Sedan,Hybrid,75416.0,120433.0,7.0,1.86,1.38,3.77,5,397.0
1291,Ford,2024.0,4.0,Mexico,Ranger,Suv,Petrol,83781.0,65396.0,56.0,1.2,2.38,10.86,5,1474.0
1292,Tesla,2018.0,5.0,India,Model S Plaid,Suv,Electric,108975.0,129489.0,16.0,1.01,6.95,6.76,3,2417.0
1293,Toyota,2020.0,10.0,Australia,Highlander,Suv,Petrol,46270.0,146797.0,49.0,1.53,3.28,4.09,5,2327.0
1294,BMW,2020.0,2.0,USA,5 Series,Suv,Electric,54773.0,258606.0,251.0,0.982459363175582,2.465205612283718,4.236085405560472,2,982.0
1295,Tesla,2019.0,8.0,USA,Model X,Suv,Electric,76203.0,220544.0,4.0,0.93,2.11,4.75,5,1896.0
1296,Toyota,2021.0,4.0,Italy,Yaris,Sedan,Hybrid,23323.0,357251.0,36.0,1.82,1.16,3.33,4,1280.0
1297,Volkswagen,2023.0,4.0,Spain,T-Roc,Suv,Electric,60954.0,50831.0,33.0,1.75,1.13,3.62,5,1466.0
1298,Audi,2018.0,3.0,India,Q3,Suv,Hybrid,112965.0,123560.0,22.0,0.96,6.57,6.29,5,395.0
1299,Ford,2020.0,11.0,Italy,Bronco,Suv,Hybrid,24235.0,572493.0,50.0,1.79,1.41,3.43,7,3630.0
1300,Volkswagen,2016.0,5.0,Italy,Passat,Sedan,Hybrid,73138.0,398895.0,70.0,1.79,0.52,3.62,1,1819.0
1301,Ford,2016.0,8.0,Australia,Edge,Suv,Electric,94469.0,514377.0,42.0,1.67,2.65,4.23,6,3400.0
1302,Porsche,2018.0,5.0,Spain,Macan,Suv,Petrol,67315.0,376838.0,2.0,1.78,1.25,3.26,10,469.0
1303,Toyota,2018.0,10.0,France,C-HR,Suv,Electric,83990.0,262528.0,49.0,1.88,1.46,3.49,8,2703.0
1304,Ford,2023.0,1.0,USA,Ranger,Suv,Petrol,60988.0,356616.0,108.0,0.97,2.61,4.79,4,2019.0
1305,Tesla,2020.0,1.0,Spain,Semi,Suv,Electric,103564.0,152695.0,19.0,1.67,1.36,3.38,6,1441.0
1306,Tesla,2019.0,5.0,Netherlands,Cybertruck,Suv,Electric,114677.0,167399.0,11.0,1.92,1.84,3.61,10,1890.0
1307,Audi,2019.0,10.0,UK,Q8,Suv,Hybrid,55457.0,388343.0,4.0,2.01,1.87,3.39,5,911.0
1308,Mercedes-Benz,2021.0,10.0,Netherlands,E-Class,Sedan,Petrol,126155.0,84077.0,13.0,2.03,2.17,3.76,1,37.0
1309,Porsche,2021.0,1.0,USA,Macan,Suv,Electric,118096.0,117974.0,9.0,1.0,2.87,4.78,3,255.0
1310,Audi,2019.0,4.0,Canada,RS6,Sedan,Diesel,111174.0,192888.0,27.0,1.31,2.27,4.07,5,1080.0
1311,Tesla,2024.0,9.0,Netherlands,Semi,Suv,Electric,121033.0,72131.0,27.0,1.9,2.34,3.5,4,1854.0
1312,Ford,2017.0,8.0,Australia,Mustang,Sedan,Hybrid,87557.0,167924.0,101.0,1.59,2.98,4.25,6,726.0
1313,Mercedes-Benz,2017.0,11.0,Mexico,EQS,Suv,Electric,95809.0,583229.0,47.0,1.11,2.02,10.77,5,1203.0
1314,Tesla,2018.0,10.0,India,Model S,Suv,Electric,85068.0,90513.0,39.0,1.05,7.24,6.62,5,1247.0
1315,Ford,2019.0,3.0,India,Explorer,Suv,Electric,82805.0,516127.0,20.0,0.98,6.68,6.32,6,123.0
1316,Porsche,2023.0,12.0,France,911,Sedan,Petrol,123718.0,350255.0,26.0,1.89,1.18,3.78,9,369.0
1317,Tesla,2019.0,3.0,Mexico,Model X,Suv,Electric,95843.0,159223.0,12.0,1.03,2.41,10.7,3,1620.0
1318,BMW,2020.0,2.0,Australia,i7,Sedan,Diesel,85906.0,135936.0,381.0,1.6549307062362364,2.796535581287656,4.15982193784751,5,802.0
1319,Mercedes-Benz,2018.0,2.0,India,A-Class,Sedan,Diesel,96428.0,423006.0,5.0,1.08,7.38,6.74,5,1280.0
1320,Ford,2020.0,6.0,UK,Ranger,Suv,Hybrid,69127.0,499595.0,30.0,1.76,1.99,4.96,3,1227.0
1321,Porsche,2017.0,4.0,China,Cayenne,Suv,Petrol,198054.0,319683.0,24.0,1.05,5.98,3.77,3,57.0
1322,Audi,2018.0,11.0,Germany,Q7,Suv,Hybrid,107586.0,529598.0,45.0,1.8,1.53,2.82,7,1088.0
1324,Toyota,2024.0,4.0,Netherlands,Land Cruiser,Suv,Electric,50581.0,442855.0,84.0,1.99,2.3,3.67,3,582.0
1325,Audi,2017.0,4.0,Italy,A6,Sedan,Electric,103210.0,390639.0,19.0,1.88,1.21,3.64,9,681.0
1326,Mercedes-Benz,2016.0,7.0,Mexico,EQS,Suv,Hybrid,39796.0,90577.0,12.0,1.17,2.43,11.0,2,763.0
1327,Audi,2024.0,2.0,Japan,TT,Sedan,Electric,80021.0,172550.0,18.0,1.56,1.12,-0.03,7,598.0
1328,BMW,2017.0,11.0,Japan,X3,Suv,Electric,81751.0,211297.0,118.0,1.431230519473238,1.1087341710980962,-0.184768186603793,7,355.0
1329,Porsche,2024.0,7.0,Netherlands,911,Sedan,Electric,75315.0,307499.0,21.0,2.01,2.34,3.53,3,159.0
1330,Toyota,2016.0,5.0,Germany,Prius,Suv,Petrol,24878.0,168041.0,86.0,1.97,1.93,2.81,6,1734.0
1331,Mercedes-Benz,2023.0,6.0,Canada,GLE,Suv,Hybrid,59140.0,191066.0,64.0,1.23,2.28,4.26,8,272.0
1332,Tesla,2024.0,7.0,UK,Cybertruck,Suv,Electric,75204.0,115864.0,12.0,1.86,1.27,4.89,8,241.0
1333,Porsche,2022.0,8.0,India,Macan,Suv,Petrol,101930.0,131398.0,3.0,1.09,6.59,6.61,6,289.0
1334,Tesla,2024.0,2.0,Australia,Model 3,Suv,Electric,99334.0,132768.0,5.0,1.56,2.71,4.26,7,1695.0
1335,BMW,2019.0,4.0,China,i4,Suv,Electric,77543.0,446659.0,182.0,1.1510083857492557,6.418926533639555,3.351344612104017,7,797.0
1336,Volkswagen,2019.0,2.0,Japan,Passat,Sedan,Hybrid,53892.0,581320.0,68.0,1.54,0.84,0.09,4,989.0
1337,Tesla,2017.0,11.0,Germany,Semi,Suv,Electric,105603.0,71226.0,19.0,1.96,1.85,3.26,10,2451.0
1338,BMW,2018.0,12.0,France,iX,Sedan,Petrol,118255.0,245889.0,335.0,1.8318707844411568,1.5614774646247342,3.582320886084968,6,1069.0
1339,Mercedes-Benz,2018.0,11.0,India,CLA,Sedan,Electric,57049.0,561007.0,60.0,1.05,7.27,6.25,6,942.0
1340,Tesla,2019.0,8.0,Germany,Model X,Suv,Electric,56537.0,30458.0,15.0,1.91,1.86,3.06,8,1325.0
1341,Toyota,2017.0,7.0,UK,Yaris,Sedan,Hybrid,52255.0,234341.0,57.0,1.86,1.07,4.75,4,2528.0
1342,Volkswagen,2021.0,3.0,Brazil,Golf,Sedan,Diesel,55137.0,322497.0,53.0,1.18,3.85,10.61,10,1406.0
1343,Ford,2021.0,2.0,Netherlands,F-150 Lightning,Suv,Hybrid,80664.0,708127.0,89.0,2.0,2.56,3.54,6,1964.0
1344,Toyota,2015.0,9.0,Canada,Camry,Sedan,Electric,72656.0,616002.0,35.0,1.26,1.95,3.76,6,330.0
1345,Toyota,2023.0,11.0,Australia,Supra,Sedan,Petrol,53930.0,554549.0,50.0,1.59,2.79,4.01,3,2950.0
1347,Volkswagen,2024.0,4.0,China,Passat,Sedan,Hybrid,34309.0,95964.0,16.0,1.09,5.9,3.74,4,1693.0
1348,Tesla,2016.0,3.0,India,Model S,Suv,Electric,122333.0,111193.0,22.0,1.14,7.48,6.39,7,1560.0
1349,Volkswagen,2023.0,8.0,Germany,Arteon,Sedan,Diesel,77586.0,572317.0,8.0,1.98,1.35,3.21,7,972.0
1351,Porsche,2015.0,4.0,Italy,911,Sedan,Hybrid,143952.0,133938.0,2.0,1.81,1.43,3.76,4,149.0
1352,Volkswagen,2019.0,10.0,India,Golf,Sedan,Petrol,43009.0,561806.0,25.0,1.11,7.34,6.63,5,429.0
1353,Mercedes-Benz,2021.0,8.0,Germany,E-Class,Sedan,Diesel,88215.0,557216.0,63.0,1.93,1.76,3.27,9,711.0
1354,Volkswagen,2020.0,4.0,France,ID.3,Suv,Electric,36542.0,129210.0,84.0,1.85,1.64,3.32,4,528.0
1355,Tesla,2015.0,10.0,India,Semi,Suv,Electric,94525.0,246943.0,14.0,1.07,7.06,6.24,1,1644.0
1356,Mercedes-Benz,2016.0,4.0,Spain,EQS,Suv,Hybrid,38040.0,524263.0,32.0,1.83,1.04,3.49,9,355.0
1357,Porsche,2020.0,7.0,Netherlands,Panamera,Sedan,Petrol,63990.0,397948.0,10.0,1.95,2.05,3.6,4,438.0
1358,Toyota,2018.0,8.0,USA,Camry,Sedan,Electric,74699.0,88788.0,46.0,1.01,2.79,4.45,1,1045.0
1359,Toyota,2020.0,11.0,China,C-HR,Suv,Petrol,54849.0,41664.0,43.0,1.09,5.92,3.67,2,379.0
1360,Toyota,2018.0,8.0,India,Yaris,Sedan,Petrol,80576.0,65705.0,23.0,0.95,6.85,6.71,4,1001.0
1361,Audi,2022.0,7.0,Germany,Q5,Suv,Diesel,45109.0,502561.0,16.0,1.8,2.15,2.98,6,362.0
1362,Tesla,2015.0,6.0,Spain,Model S,Suv,Electric,122277.0,85008.0,29.0,1.74,1.56,3.28,4,179.0
1363,Mercedes-Benz,2016.0,9.0,China,EQS,Suv,Hybrid,85076.0,551829.0,55.0,1.11,5.59,3.55,3,183.0
1365,Toyota,2023.0,12.0,India,Supra,Sedan,Electric,43813.0,407865.0,47.0,0.96,6.57,6.34,9,548.0
1366,Porsche,2016.0,7.0,UK,911,Sedan,Hybrid,91938.0,121703.0,14.0,1.83,1.26,5.03,1,460.0
1367,Toyota,2021.0,7.0,Spain,Prius,Suv,Petrol,65759.0,108475.0,34.0,1.68,0.94,3.46,7,66.0
1368,Volkswagen,2016.0,1.0,India,Tiguan,Suv,Diesel,36067.0,342072.0,52.0,0.99,6.87,6.58,10,1249.0
1369,BMW,2024.0,4.0,USA,X5,Sedan,Hybrid,69924.0,395932.0,205.0,0.9383744332077372,2.5412665786761104,4.777795202315397,9,667.0
1370,Tesla,2015.0,12.0,Italy,Cybertruck,Suv,Electric,90083.0,126035.0,32.0,1.78,0.7,3.49,3,165.0
1371,Mercedes-Benz,2019.0,11.0,USA,GLS,Suv,Electric,116707.0,319502.0,9.0,0.91,2.42,4.73,1,723.0
1373,Ford,2017.0,12.0,Canada,Mustang,Sedan,Electric,93090.0,738375.0,57.0,1.33,2.01,3.71,9,1684.0
1375,Ford,2019.0,9.0,Netherlands,Explorer,Suv,Electric,26285.0,92320.0,46.0,2.1,2.12,3.31,5,835.0
1376,Toyota,2023.0,6.0,Mexico,Camry,Sedan,Petrol,88747.0,245764.0,26.0,1.11,1.97,11.24,2,1239.0
1377,Porsche,2021.0,10.0,India,Macan,Suv,Electric,143159.0,90360.0,17.0,1.07,7.39,6.52,9,157.0
1378,Toyota,2024.0,1.0,Canada,Highlander,Suv,Electric,73789.0,603917.0,47.0,1.21,1.76,4.02,1,2020.0
1380,Mercedes-Benz,2018.0,5.0,Australia,C-Class,Sedan,Diesel,62261.0,267370.0,56.0,1.55,2.77,4.02,2,978.0
1381,Ford,2023.0,9.0,Canada,Bronco,Suv,Electric,62618.0,107691.0,14.0,1.4,2.09,3.88,5,3107.0
1382,Volkswagen,2019.0,1.0,Spain,Tiguan,Suv,Hybrid,49219.0,65436.0,57.0,1.81,1.4,3.57,3,725.0
1384,Mercedes-Benz,2022.0,6.0,Germany,S-Class,Sedan,Diesel,118217.0,222990.0,44.0,1.87,1.69,2.86,1,441.0
1385,Ford,2020.0,10.0,Canada,Explorer,Suv,Electric,37698.0,212325.0,16.0,1.34,1.99,3.8,9,3082.0
1386,Volkswagen,2022.0,9.0,Canada,Golf,Sedan,Electric,37085.0,156699.0,30.0,1.23,2.51,4.2,9,1256.0
1387,Porsche,2024.0,8.0,Mexico,Cayenne,Suv,Electric,172098.0,162618.0,8.0,1.14,2.49,10.9,1,130.0
1388,Tesla,2016.0,1.0,USA,Model S Plaid,Suv,Electric,48630.0,272170.0,16.0,0.92,2.35,4.7,9,2451.0
1389,Tesla,2018.0,1.0,Brazil,Model Y,Suv,Electric,98429.0,237033.0,13.0,1.22,3.26,10.35,6,386.0
1390,Audi,2024.0,7.0,Brazil,A6,Sedan,Petrol,74915.0,103126.0,25.0,1.27,3.9,10.52,4,35.0
1391,BMW,2017.0,10.0,UK,i4,Suv,Electric,97874.0,248110.0,225.0,1.7627281818573286,1.8556960938375395,5.012867413426154,4,482.0
1392,Volkswagen,2015.0,8.0,USA,Touareg,Suv,Hybrid,51097.0,484610.0,30.0,1.05,2.69,4.62,7,1884.0
1393,Toyota,2019.0,12.0,Netherlands,bZ4X,Suv,Electric,50535.0,404229.0,55.0,1.95,1.86,3.21,6,989.0
1394,Porsche,2015.0,8.0,China,911,Sedan,Petrol,89093.0,210805.0,3.0,1.11,5.98,3.6,4,294.0
1395,BMW,2015.0,12.0,USA,X5,Sedan,Hybrid,83665.0,422454.0,150.0,0.9312507241573224,2.8139702695060187,4.569131662938607,2,553.0
1396,Toyota,2020.0,3.0,India,Yaris,Sedan,Petrol,85441.0,571206.0,75.0,0.99,7.11,6.35,10,2371.0
1397,Mercedes-Benz,2019.0,3.0,UK,C-Class,Sedan,Hybrid,74087.0,439418.0,61.0,1.87,1.44,5.18,8,361.0
1398,Volkswagen,2015.0,11.0,Australia,Golf,Sedan,Petrol,54092.0,377158.0,28.0,1.58,3.22,4.46,2,202.0
1399,Mercedes-Benz,2019.0,10.0,Spain,GLE,Suv,Hybrid,125937.0,179040.0,58.0,1.78,1.72,3.58,5,1215.0
1400,Porsche,2017.0,12.0,Germany,Cayenne,Suv,Petrol,173621.0,350324.0,8.0,1.94,1.93,3.29,5,232.0
1401,Ford,2016.0,4.0,UK,Edge,Suv,Electric,90534.0,582497.0,10.0,1.89,1.02,4.88,1,1181.0
1402,Tesla,2020.0,4.0,Australia,Semi,Suv,Electric,53401.0,45758.0,11.0,1.58,3.25,3.96,6,2382.0
1403,Volkswagen,2018.0,12.0,UK,Polo,Sedan,Electric,37662.0,285818.0,31.0,1.88,1.35,5.06,3,650.0
1404,Audi,2021.0,7.0,Australia,e-tron,Suv,Hybrid,44416.0,463856.0,19.0,1.57,3.42,4.21,2,973.0
1405,Tesla,2020.0,9.0,India,Model 3,Suv,Electric,44641.0,125637.0,12.0,1.08,7.1,6.55,9,623.0
1406,Ford,2018.0,9.0,India,Explorer,Suv,Hybrid,48256.0,794378.0,117.0,1.15,6.84,6.76,2,3206.0
1407,Mercedes-Benz,2016.0,7.0,Spain,CLA,Sedan,Electric,99884.0,327330.0,21.0,1.72,1.55,3.59,3,1295.0
1408,Mercedes-Benz,2019.0,8.0,Canada,GLC,Suv,Electric,125470.0,99239.0,16.0,1.23,2.32,4.03,2,465.0
1409,Ford,2016.0,11.0,USA,Edge,Suv,Hybrid,40664.0,176067.0,76.0,0.95,2.72,4.51,3,1969.0
1410,Volkswagen,2017.0,11.0,Italy,Taos,Suv,Hybrid,44534.0,47330.0,30.0,1.85,1.26,3.54,4,1416.0
1411,Ford,2023.0,7.0,Germany,Ranger,Suv,Electric,65097.0,762478.0,24.0,1.86,1.34,2.85,9,2895.0
1412,Audi,2021.0,7.0,USA,Q7,Suv,Hybrid,52232.0,202060.0,35.0,0.93,2.49,4.63,10,661.0
1413,Ford,2019.0,1.0,USA,Ranger,Suv,Petrol,30973.0,605552.0,30.0,0.97,2.53,4.54,4,2345.0
1414,BMW,2021.0,12.0,India,5 Series,Suv,Electric,99604.0,123606.0,170.0,1.1002750172058091,7.110225149477642,6.281212449366612,7,754.0
1415,Tesla,2020.0,12.0,France,Model X,Suv,Electric,79409.0,169868.0,20.0,1.85,1.37,3.3,10,2013.0
1416,Tesla,2022.0,6.0,India,Model S Plaid,Suv,Electric,81119.0,273674.0,12.0,1.11,6.97,6.74,7,1892.0
1417,BMW,2023.0,1.0,Germany,X3,Suv,Petrol,41937.0,394572.0,237.0,1.8557519744829103,1.6587155254170134,3.182662324607703,6,588.0
1418,Ford,2015.0,11.0,Germany,Bronco,Suv,Petrol,40139.0,406642.0,67.0,1.87,2.25,3.0,2,2938.0
1420,Audi,2020.0,8.0,Germany,Q8,Suv,Hybrid,57674.0,360334.0,13.0,1.99,1.78,2.98,7,506.0
1421,Toyota,2015.0,4.0,Australia,Land Cruiser,Suv,Petrol,82614.0,183553.0,67.0,1.58,2.53,4.45,7,2648.0
1422,BMW,2020.0,5.0,Brazil,5 Series,Suv,Hybrid,117821.0,58177.0,281.0,1.2529055589309437,3.407584208573817,10.696511353263782,3,654.0
1423,Ford,2023.0,5.0,Spain,Escape,Suv,Electric,79721.0,588564.0,33.0,1.81,1.355,3.66,6,1235.0
1424,Toyota,2020.0,8.0,France,C-HR,Suv,Electric,77580.0,372572.0,44.0,1.72,1.92,3.55,7,525.0
1425,BMW,2018.0,2.0,Japan,i7,Sedan,Diesel,90421.0,239607.0,233.0,1.568542380432111,1.060233918800428,-0.0377640281692846,3,591.0
1426,Porsche,2023.0,4.0,UK,Panamera Sport,Sedan,Hybrid,199143.0,212053.0,7.0,1.91,1.39,5.11,6,472.0
1427,Ford,2020.0,2.0,Germany,Ranger,Suv,Hybrid,58220.0,249983.0,119.0,1.98,1.95,3.09,9,2503.0
1428,Porsche,2019.0,11.0,China,Panamera Sport,Sedan,Hybrid,193397.0,107322.0,24.0,1.14,5.88,3.38,9,446.0
1429,Audi,2015.0,11.0,Japan,A4,Sedan,Diesel,43376.0,338512.0,8.0,1.495,0.73,0.11,10,258.0
1430,Ford,2020.0,1.0,Australia,Edge,Suv,Petrol,59038.5,614230.0,10.0,1.61,3.33,4.27,3,1971.0
1431,Ford,2021.0,4.0,France,F-150 Lightning,Suv,Electric,54096.0,431482.0,90.0,1.77,1.19,3.57,10,2999.0
1432,Toyota,2018.0,4.0,Australia,Corolla,Sedan,Electric,35458.0,385343.0,26.0,1.52,3.02,4.39,10,879.0
1433,Toyota,2019.0,7.0,USA,Yaris,Sedan,Hybrid,57003.0,270401.0,31.0,1.03,2.38,4.58,2,2032.0
1434,Audi,2015.0,3.0,Netherlands,Q8,Suv,Hybrid,63848.0,113982.0,17.0,2.02,2.41,3.28,8,136.0
1435,Ford,2019.0,2.0,China,Mustang Mach-E,Suv,Electric,75823.0,570385.0,106.0,1.17,5.89,3.67,8,369.0
1436,Volkswagen,2017.0,5.0,Netherlands,Golf,Sedan,Petrol,25633.0,571969.0,16.0,2.0,1.73,3.3,6,2779.0
1437,Tesla,2016.0,10.0,Australia,Model S,Suv,Electric,53815.0,53312.0,20.0,1.52,3.25,4.09,8,1829.0
1438,Porsche,2022.0,12.0,Canada,Macan EV,Suv,Hybrid,92487.0,259035.0,11.0,1.26,2.6,3.93,2,123.0
1439,Porsche,2024.0,12.0,USA,Cayenne Coupe,Suv,Hybrid,131538.0,186578.0,8.0,0.97,2.3,4.48,10,64.0
1440,Ford,2023.0,2.0,Brazil,Mustang,Sedan,Electric,40215.0,704813.0,95.0,1.11,3.32,10.52,8,277.0
1441,Audi,2022.0,2.0,China,A3,Sedan,Petrol,62299.0,490311.0,6.0,1.01,6.16,3.61,5,1185.0
1442,Porsche,2022.0,7.0,USA,GTS,Sedan,Hybrid,112314.0,108573.0,14.0,0.94,2.1,4.37,6,403.0
1443,Tesla,2018.0,12.0,Australia,Cybertruck,Suv,Electric,72549.0,169604.0,17.0,1.7,2.54,4.36,2,490.0
1444,Porsche,2022.0,4.0,France,718,Sedan,Petrol,115510.0,343460.0,28.0,1.75,1.18,3.6,5,7.0
1445,BMW,2023.0,4.0,UK,5 Series,Suv,Diesel,65232.0,400514.0,135.0,1.8237052687447524,1.0311340828845117,5.091000095225531,10,319.0
1446,BMW,2018.0,8.0,India,i7,Sedan,Diesel,57504.0,304043.0,21.0,1.0364153765888393,6.724615611843852,6.423300214302508,3,387.0
1447,Porsche,2020.0,11.0,Italy,Cayenne,Suv,Petrol,162558.0,230047.0,22.0,1.8,0.82,3.49,3,414.0
1448,Porsche,2023.0,5.0,Spain,Macan,Suv,Hybrid,132992.0,337450.0,9.0,1.83,1.11,3.79,10,39.0
1449,Porsche,2021.0,3.0,Canada,Macan,Suv,Hybrid,143396.5,215594.0,16.5,1.35,2.22,3.94,6,14.0
